runId,week,version,workflow,segment,success,latencySec,costUsd,escalated,errorType
RUN-v10-10-29,10,v1.0,Job matching,Power user,false,4.72,0.107,false,Hallucination
RUN-v10-10-30,10,v1.0,Research,Internal,false,4.4,0.109,false,Hallucination
RUN-v10-10-31,10,v1.0,Data request,Client,false,4.73,0.101,false,Hallucination
RUN-v10-10-32,10,v1.0,Report generation,Power user,false,4.61,0.103,false,Hallucination
RUN-v10-10-33,10,v1.0,Job matching,Internal,false,4.4,0.105,false,Hallucination
RUN-v10-10-34,10,v1.0,Research,Client,false,4.08,0.107,false,Hallucination
RUN-v10-10-35,10,v1.0,Data request,Power user,false,4.41,0.109,false,Hallucination
RUN-v10-11-01,11,v1.0,Research,Power user,true,4,0.101,true,
RUN-v10-11-02,11,v1.0,Data request,Internal,true,4.33,0.103,true,
RUN-v10-11-03,11,v1.0,Report generation,Client,true,4.21,0.105,true,
RUN-v10-11-04,11,v1.0,Job matching,Power user,true,4.64,0.107,true,
RUN-v10-11-05,11,v1.0,Research,Internal,true,4.32,0.109,true,
RUN-v10-11-06,11,v1.0,Data request,Client,true,4.65,0.101,true,
RUN-v10-11-07,11,v1.0,Report generation,Power user,true,4.53,0.103,true,
RUN-v10-11-08,11,v1.0,Job matching,Internal,true,4.96,0.105,true,
RUN-v10-11-09,11,v1.0,Research,Client,true,4,0.107,false,
RUN-v10-11-10,11,v1.0,Data request,Power user,true,4.33,0.109,false,
RUN-v10-11-11,11,v1.0,Report generation,Internal,true,4.21,0.101,false,
RUN-v10-11-12,11,v1.0,Job matching,Client,true,4.64,0.103,false,
RUN-v10-11-13,11,v1.0,Research,Power user,true,4.32,0.105,false,
RUN-v10-11-14,11,v1.0,Data request,Internal,true,4.65,0.107,false,
RUN-v10-11-15,11,v1.0,Report generation,Client,true,4.53,0.109,false,
RUN-v10-11-16,11,v1.0,Job matching,Power user,true,4.96,0.101,false,
RUN-v10-11-17,11,v1.0,Research,Internal,true,4,0.103,false,
RUN-v10-11-18,11,v1.0,Data request,Client,true,4.33,0.105,false,
RUN-v10-11-19,11,v1.0,Report generation,Power user,true,4.21,0.107,false,
RUN-v10-11-20,11,v1.0,Job matching,Internal,true,4.64,0.109,false,
RUN-v10-11-21,11,v1.0,Research,Client,true,4.32,0.101,false,
RUN-v10-11-22,11,v1.0,Data request,Power user,true,4.65,0.103,false,
RUN-v10-11-23,11,v1.0,Report generation,Internal,true,4.53,0.105,false,
RUN-v10-11-24,11,v1.0,Job matching,Client,true,4.96,0.107,false,
RUN-v10-11-25,11,v1.0,Research,Power user,false,4,0.109,false,Hallucination
RUN-v10-11-26,11,v1.0,Data request,Internal,false,4.33,0.101,false,Hallucination
RUN-v10-11-27,11,v1.0,Report generation,Client,false,4.21,0.103,false,Hallucination
RUN-v10-11-28,11,v1.0,Job matching,Power user,false,4.64,0.105,false,Hallucination
RUN-v10-11-29,11,v1.0,Research,Internal,false,4.32,0.107,false,Hallucination
RUN-v10-11-30,11,v1.0,Data request,Client,false,4.65,0.109,false,Hallucination
RUN-v10-11-31,11,v1.0,Report generation,Power user,false,4.53,0.101,false,Hallucination
RUN-v10-11-32,11,v1.0,Job matching,Internal,false,4.96,0.103,false,Other
RUN-v10-11-33,11,v1.0,Research,Client,false,4,0.105,false,Other
RUN-v10-11-34,11,v1.0,Data request,Power user,false,4.33,0.107,false,Other
RUN-v10-11-35,11,v1.0,Report generation,Internal,false,4.21,0.109,false,Other
RUN-v10-12-01,12,v1.0,Data request,Internal,true,4.25,0.101,true,
RUN-v10-12-02,12,v1.0,Report generation,Client,true,4.13,0.103,true,
RUN-v10-12-03,12,v1.0,Job matching,Power user,true,4.56,0.105,true,
RUN-v10-12-04,12,v1.0,Research,Internal,true,4.24,0.107,true,
RUN-v10-12-05,12,v1.0,Data request,Client,true,4.57,0.109,true,
RUN-v10-12-06,12,v1.0,Report generation,Power user,true,4.45,0.101,true,
RUN-v10-12-07,12,v1.0,Job matching,Internal,true,4.88,0.103,true,
RUN-v10-12-08,12,v1.0,Research,Client,true,4.56,0.105,false,
RUN-v10-12-09,12,v1.0,Data request,Power user,true,4.25,0.107,false,
RUN-v10-12-10,12,v1.0,Report generation,Internal,true,4.13,0.109,false,
RUN-v10-12-11,12,v1.0,Job matching,Client,true,4.56,0.101,false,
RUN-v10-12-12,12,v1.0,Research,Power user,true,4.24,0.103,false,
RUN-v10-12-13,12,v1.0,Data request,Internal,true,4.57,0.105,false,
RUN-v10-12-14,12,v1.0,Report generation,Client,true,4.45,0.107,false,
RUN-v10-12-15,12,v1.0,Job matching,Power user,true,4.88,0.109,false,
RUN-v10-12-16,12,v1.0,Research,Internal,true,4.56,0.101,false,
RUN-v10-12-17,12,v1.0,Data request,Client,true,4.25,0.103,false,
RUN-v10-12-18,12,v1.0,Report generation,Power user,true,4.13,0.105,false,
RUN-v10-12-19,12,v1.0,Job matching,Internal,true,4.56,0.107,false,
RUN-v10-12-20,12,v1.0,Research,Client,true,4.24,0.109,false,
RUN-v10-12-21,12,v1.0,Data request,Power user,true,4.57,0.101,false,
RUN-v10-12-22,12,v1.0,Report generation,Internal,true,4.45,0.103,false,
RUN-v10-12-23,12,v1.0,Job matching,Client,true,4.88,0.105,false,
RUN-v10-12-24,12,v1.0,Research,Power user,true,4.56,0.107,false,
RUN-v10-12-25,12,v1.0,Data request,Internal,false,4.25,0.109,false,Other
RUN-v10-12-26,12,v1.0,Report generation,Client,false,4.13,0.101,false,Other
RUN-v10-12-27,12,v1.0,Job matching,Power user,false,4.56,0.103,false,Other
RUN-v10-12-28,12,v1.0,Research,Internal,false,4.24,0.105,false,Other
RUN-v10-12-29,12,v1.0,Data request,Client,false,4.57,0.107,false,Other
RUN-v10-12-30,12,v1.0,Report generation,Power user,false,4.45,0.109,false,Other
RUN-v10-12-31,12,v1.0,Job matching,Internal,false,4.88,0.101,false,Other
RUN-v10-12-32,12,v1.0,Research,Client,false,4.56,0.103,false,Other
RUN-v10-12-33,12,v1.0,Data request,Power user,false,4.25,0.105,false,Other
RUN-v10-12-34,12,v1.0,Report generation,Internal,false,4.13,0.107,false,Other
RUN-v10-12-35,12,v1.0,Job matching,Client,false,4.56,0.109,false,Other
RUN-v11-01-01,1,v1.1,Job matching,Client,true,3.7,0.088,true,
RUN-v11-01-02,1,v1.1,Research,Power user,true,3.38,0.09,true,
RUN-v11-01-03,1,v1.1,Data request,Internal,true,3.71,0.092,true,
RUN-v11-01-04,1,v1.1,Report generation,Client,true,3.59,0.094,true,
RUN-v11-01-05,1,v1.1,Job matching,Power user,true,4.02,0.096,true,
RUN-v11-01-06,1,v1.1,Research,Internal,true,3.7,0.088,true,
RUN-v11-01-07,1,v1.1,Data request,Client,true,4.03,0.09,true,
RUN-v11-01-08,1,v1.1,Report generation,Power user,true,3.91,0.092,true,
RUN-v11-01-09,1,v1.1,Job matching,Internal,true,3.7,0.094,true,
RUN-v11-01-10,1,v1.1,Research,Client,true,3.38,0.096,true,
RUN-v11-01-11,1,v1.1,Data request,Power user,true,3.71,0.088,false,
RUN-v11-01-12,1,v1.1,Report generation,Internal,true,3.59,0.09,false,
RUN-v11-01-13,1,v1.1,Job matching,Client,true,4.02,0.092,false,
RUN-v11-01-14,1,v1.1,Research,Power user,true,3.7,0.094,false,
RUN-v11-01-15,1,v1.1,Data request,Internal,true,4.03,0.096,false,
RUN-v11-01-16,1,v1.1,Report generation,Client,true,3.91,0.088,false,
RUN-v11-01-17,1,v1.1,Job matching,Power user,true,3.7,0.09,false,
RUN-v11-01-18,1,v1.1,Research,Internal,true,3.38,0.092,false,
RUN-v11-01-19,1,v1.1,Data request,Client,true,3.71,0.094,false,
RUN-v11-01-20,1,v1.1,Report generation,Power user,true,3.59,0.096,false,
RUN-v11-01-21,1,v1.1,Job matching,Internal,true,4.02,0.088,false,
RUN-v11-01-22,1,v1.1,Research,Client,false,3.7,0.09,false,Retrieval
RUN-v11-01-23,1,v1.1,Data request,Power user,false,4.03,0.092,false,Retrieval
RUN-v11-01-24,1,v1.1,Report generation,Internal,false,3.91,0.094,false,Retrieval
RUN-v11-01-25,1,v1.1,Job matching,Client,false,3.7,0.096,false,Retrieval
RUN-v11-01-26,1,v1.1,Research,Power user,false,3.38,0.088,false,Retrieval
RUN-v11-01-27,1,v1.1,Data request,Internal,false,3.71,0.09,false,Retrieval
RUN-v11-01-28,1,v1.1,Report generation,Client,false,3.59,0.092,false,Retrieval
RUN-v11-01-29,1,v1.1,Job matching,Power user,false,4.02,0.094,false,Retrieval
RUN-v11-01-30,1,v1.1,Research,Internal,false,3.7,0.096,false,Retrieval
RUN-v11-01-31,1,v1.1,Data request,Client,false,4.03,0.088,false,Retrieval
RUN-v11-01-32,1,v1.1,Report generation,Power user,false,3.91,0.09,false,Retrieval
RUN-v11-01-33,1,v1.1,Job matching,Internal,false,3.7,0.092,false,Retrieval
RUN-v11-01-34,1,v1.1,Research,Client,false,3.38,0.094,false,Retrieval
RUN-v11-01-35,1,v1.1,Data request,Power user,false,3.71,0.096,false,Retrieval
RUN-v11-02-01,2,v1.1,Research,Power user,true,3.3,0.088,true,
RUN-v11-02-02,2,v1.1,Data request,Internal,true,3.63,0.09,true,
RUN-v11-02-03,2,v1.1,Report generation,Client,true,3.51,0.092,true,
RUN-v11-02-04,2,v1.1,Job matching,Power user,true,3.94,0.094,true,
RUN-v11-02-05,2,v1.1,Research,Internal,true,3.62,0.096,true,
RUN-v11-02-06,2,v1.1,Data request,Client,true,3.95,0.088,true,
RUN-v11-02-07,2,v1.1,Report generation,Power user,true,3.83,0.09,true,
RUN-v11-02-08,2,v1.1,Job matching,Internal,true,4.26,0.092,true,
RUN-v11-02-09,2,v1.1,Research,Client,true,3.3,0.094,true,
RUN-v11-02-10,2,v1.1,Data request,Power user,true,3.63,0.096,false,
RUN-v11-02-11,2,v1.1,Report generation,Internal,true,3.51,0.088,false,
RUN-v11-02-12,2,v1.1,Job matching,Client,true,3.94,0.09,false,
RUN-v11-02-13,2,v1.1,Research,Power user,true,3.62,0.092,false,
RUN-v11-02-14,2,v1.1,Data request,Internal,true,3.95,0.094,false,
RUN-v11-02-15,2,v1.1,Report generation,Client,true,3.83,0.096,false,
RUN-v11-02-16,2,v1.1,Job matching,Power user,true,4.26,0.088,false,
RUN-v11-02-17,2,v1.1,Research,Internal,true,3.3,0.09,false,
RUN-v11-02-18,2,v1.1,Data request,Client,true,3.63,0.092,false,
RUN-v11-02-19,2,v1.1,Report generation,Power user,true,3.51,0.094,false,
RUN-v11-02-20,2,v1.1,Job matching,Internal,true,3.94,0.096,false,
RUN-v11-02-21,2,v1.1,Research,Client,true,3.62,0.088,false,
RUN-v11-02-22,2,v1.1,Data request,Power user,true,3.95,0.09,false,
RUN-v11-02-23,2,v1.1,Report generation,Internal,false,3.83,0.092,false,Retrieval
RUN-v11-02-24,2,v1.1,Job matching,Client,false,4.26,0.094,false,Retrieval
RUN-v11-02-25,2,v1.1,Research,Power user,false,3.3,0.096,false,Retrieval
RUN-v11-02-26,2,v1.1,Data request,Internal,false,3.63,0.088,false,Retrieval
RUN-v11-02-27,2,v1.1,Report generation,Client,false,3.51,0.09,false,Retrieval
RUN-v11-02-28,2,v1.1,Job matching,Power user,false,3.94,0.092,false,Retrieval
RUN-v11-02-29,2,v1.1,Research,Internal,false,3.62,0.094,false,Retrieval
RUN-v11-02-30,2,v1.1,Data request,Client,false,3.95,0.096,false,Retrieval
RUN-v11-02-31,2,v1.1,Report generation,Power user,false,3.83,0.088,false,Retrieval
RUN-v11-02-32,2,v1.1,Job matching,Internal,false,4.26,0.09,false,Retrieval
RUN-v11-02-33,2,v1.1,Research,Client,false,3.3,0.092,false,Retrieval
RUN-v11-02-34,2,v1.1,Data request,Power user,false,3.63,0.094,false,Retrieval
RUN-v11-02-35,2,v1.1,Report generation,Internal,false,3.51,0.096,false,Retrieval
RUN-v11-03-01,3,v1.1,Data request,Internal,true,3.55,0.088,true,
RUN-v11-03-02,3,v1.1,Report generation,Client,true,3.43,0.09,true,
RUN-v11-03-03,3,v1.1,Job matching,Power user,true,3.86,0.092,true,
RUN-v11-03-04,3,v1.1,Research,Internal,true,3.54,0.094,true,
RUN-v11-03-05,3,v1.1,Data request,Client,true,3.87,0.096,true,
RUN-v11-03-06,3,v1.1,Report generation,Power user,true,3.75,0.088,true,
RUN-v11-03-07,3,v1.1,Job matching,Internal,true,4.18,0.09,true,
RUN-v11-03-08,3,v1.1,Research,Client,true,3.86,0.092,true,
RUN-v11-03-09,3,v1.1,Data request,Power user,true,3.55,0.094,true,
RUN-v11-03-10,3,v1.1,Report generation,Internal,true,3.43,0.096,false,
RUN-v11-03-11,3,v1.1,Job matching,Client,true,3.86,0.088,false,
RUN-v11-03-12,3,v1.1,Research,Power user,true,3.54,0.09,false,
RUN-v11-03-13,3,v1.1,Data request,Internal,true,3.87,0.092,false,
RUN-v11-03-14,3,v1.1,Report generation,Client,true,3.75,0.094,false,
RUN-v11-03-15,3,v1.1,Job matching,Power user,true,4.18,0.096,false,
RUN-v11-03-16,3,v1.1,Research,Internal,true,3.86,0.088,false,
RUN-v11-03-17,3,v1.1,Data request,Client,true,3.55,0.09,false,
RUN-v11-03-18,3,v1.1,Report generation,Power user,true,3.43,0.092,false,
RUN-v11-03-19,3,v1.1,Job matching,Internal,true,3.86,0.094,false,
RUN-v11-03-20,3,v1.1,Research,Client,true,3.54,0.096,false,
RUN-v11-03-21,3,v1.1,Data request,Power user,true,3.87,0.088,false,
RUN-v11-03-22,3,v1.1,Report generation,Internal,true,3.75,0.09,false,
RUN-v11-03-23,3,v1.1,Job matching,Client,true,4.18,0.092,false,
RUN-v11-03-24,3,v1.1,Research,Power user,false,3.86,0.094,false,Retrieval
RUN-v11-03-25,3,v1.1,Data request,Internal,false,3.55,0.096,false,Retrieval
RUN-v11-03-26,3,v1.1,Report generation,Client,false,3.43,0.088,false,Retrieval
RUN-v11-03-27,3,v1.1,Job matching,Power user,false,3.86,0.09,false,Retrieval
RUN-v11-03-28,3,v1.1,Research,Internal,false,3.54,0.092,false,Retrieval
RUN-v11-03-29,3,v1.1,Data request,Client,false,3.87,0.094,false,Retrieval
RUN-v11-03-30,3,v1.1,Report generation,Power user,false,3.75,0.096,false,Retrieval
RUN-v11-03-31,3,v1.1,Job matching,Internal,false,4.18,0.088,false,Retrieval
RUN-v11-03-32,3,v1.1,Research,Client,false,3.86,0.09,false,Retrieval
RUN-v11-03-33,3,v1.1,Data request,Power user,false,3.55,0.092,false,Retrieval
RUN-v11-03-34,3,v1.1,Report generation,Internal,false,3.43,0.094,false,Retrieval
RUN-v11-03-35,3,v1.1,Job matching,Client,false,3.86,0.096,false,Retrieval
RUN-v11-04-01,4,v1.1,Report generation,Client,true,3.35,0.088,true,
RUN-v11-04-02,4,v1.1,Job matching,Power user,true,3.78,0.09,true,
RUN-v11-04-03,4,v1.1,Research,Internal,true,3.46,0.092,true,
RUN-v11-04-04,4,v1.1,Data request,Client,true,3.79,0.094,true,
RUN-v11-04-05,4,v1.1,Report generation,Power user,true,3.67,0.096,true,
RUN-v11-04-06,4,v1.1,Job matching,Internal,true,4.1,0.088,true,
RUN-v11-04-07,4,v1.1,Research,Client,true,3.78,0.09,true,
RUN-v11-04-08,4,v1.1,Data request,Power user,true,4.11,0.092,true,
RUN-v11-04-09,4,v1.1,Report generation,Internal,true,3.35,0.094,false,
RUN-v11-04-10,4,v1.1,Job matching,Client,true,3.78,0.096,false,
RUN-v11-04-11,4,v1.1,Research,Power user,true,3.46,0.088,false,
RUN-v11-04-12,4,v1.1,Data request,Internal,true,3.79,0.09,false,
RUN-v11-04-13,4,v1.1,Report generation,Client,true,3.67,0.092,false,
RUN-v11-04-14,4,v1.1,Job matching,Power user,true,4.1,0.094,false,
RUN-v11-04-15,4,v1.1,Research,Internal,true,3.78,0.096,false,
RUN-v11-04-16,4,v1.1,Data request,Client,true,4.11,0.088,false,
RUN-v11-04-17,4,v1.1,Report generation,Power user,true,3.35,0.09,false,
RUN-v11-04-18,4,v1.1,Job matching,Internal,true,3.78,0.092,false,
RUN-v11-04-19,4,v1.1,Research,Client,true,3.46,0.094,false,
RUN-v11-04-20,4,v1.1,Data request,Power user,true,3.79,0.096,false,
RUN-v11-04-21,4,v1.1,Report generation,Internal,true,3.67,0.088,false,
RUN-v11-04-22,4,v1.1,Job matching,Client,true,4.1,0.09,false,
RUN-v11-04-23,4,v1.1,Research,Power user,true,3.78,0.092,false,
RUN-v11-04-24,4,v1.1,Data request,Internal,true,4.11,0.094,false,
RUN-v11-04-25,4,v1.1,Report generation,Client,false,3.35,0.096,false,Retrieval
RUN-v11-04-26,4,v1.1,Job matching,Power user,false,3.78,0.088,false,Retrieval
RUN-v11-04-27,4,v1.1,Research,Internal,false,3.46,0.09,false,Retrieval
RUN-v11-04-28,4,v1.1,Data request,Client,false,3.79,0.092,false,Retrieval
RUN-v11-04-29,4,v1.1,Report generation,Power user,false,3.67,0.094,false,Tool use
RUN-v11-04-30,4,v1.1,Job matching,Internal,false,4.1,0.096,false,Tool use
RUN-v11-04-31,4,v1.1,Research,Client,false,3.78,0.088,false,Tool use
RUN-v11-04-32,4,v1.1,Data request,Power user,false,4.11,0.09,false,Tool use
RUN-v11-04-33,4,v1.1,Report generation,Internal,false,3.35,0.092,false,Tool use
RUN-v11-04-34,4,v1.1,Job matching,Client,false,3.78,0.094,false,Tool use
RUN-v11-04-35,4,v1.1,Research,Power user,false,3.46,0.096,false,Tool use
RUN-v11-05-01,5,v1.1,Job matching,Power user,true,3.7,0.088,true,
RUN-v11-05-02,5,v1.1,Research,Internal,true,3.38,0.09,true,
RUN-v11-05-03,5,v1.1,Data request,Client,true,3.71,0.092,true,
RUN-v11-05-04,5,v1.1,Report generation,Power user,true,3.59,0.094,true,
RUN-v11-05-05,5,v1.1,Job matching,Internal,true,4.02,0.096,true,
RUN-v11-05-06,5,v1.1,Research,Client,true,3.7,0.088,true,
RUN-v11-05-07,5,v1.1,Data request,Power user,true,4.03,0.09,true,
RUN-v11-05-08,5,v1.1,Report generation,Internal,true,3.91,0.092,true,
RUN-v11-05-09,5,v1.1,Job matching,Client,true,3.7,0.094,false,
RUN-v11-05-10,5,v1.1,Research,Power user,true,3.38,0.096,false,
RUN-v11-05-11,5,v1.1,Data request,Internal,true,3.71,0.088,false,
RUN-v11-05-12,5,v1.1,Report generation,Client,true,3.59,0.09,false,
RUN-v11-05-13,5,v1.1,Job matching,Power user,true,4.02,0.092,false,
RUN-v11-05-14,5,v1.1,Research,Internal,true,3.7,0.094,false,
RUN-v11-05-15,5,v1.1,Data request,Client,true,4.03,0.096,false,
RUN-v11-05-16,5,v1.1,Report generation,Power user,true,3.91,0.088,false,
RUN-v11-05-17,5,v1.1,Job matching,Internal,true,3.7,0.09,false,
RUN-v11-05-18,5,v1.1,Research,Client,true,3.38,0.092,false,
RUN-v11-05-19,5,v1.1,Data request,Power user,true,3.71,0.094,false,
RUN-v11-05-20,5,v1.1,Report generation,Internal,true,3.59,0.096,false,
RUN-v11-05-21,5,v1.1,Job matching,Client,true,4.02,0.088,false,
RUN-v11-05-22,5,v1.1,Research,Power user,true,3.7,0.09,false,
RUN-v11-05-23,5,v1.1,Data request,Internal,true,4.03,0.092,false,
RUN-v11-05-24,5,v1.1,Report generation,Client,true,3.91,0.094,false,
RUN-v11-05-25,5,v1.1,Job matching,Power user,false,3.7,0.096,false,Tool use
RUN-v11-05-26,5,v1.1,Research,Internal,false,3.38,0.088,false,Tool use
RUN-v11-05-27,5,v1.1,Data request,Client,false,3.71,0.09,false,Tool use
RUN-v11-05-28,5,v1.1,Report generation,Power user,false,3.59,0.092,false,Tool use
RUN-v11-05-29,5,v1.1,Job matching,Internal,false,4.02,0.094,false,Tool use
RUN-v11-05-30,5,v1.1,Research,Client,false,3.7,0.096,false,Tool use
RUN-v11-05-31,5,v1.1,Data request,Power user,false,4.03,0.088,false,Tool use
RUN-v11-05-32,5,v1.1,Report generation,Internal,false,3.91,0.09,false,Tool use
RUN-v11-05-33,5,v1.1,Job matching,Client,false,3.7,0.092,false,Tool use
RUN-v11-05-34,5,v1.1,Research,Power user,false,3.38,0.094,false,Tool use
RUN-v11-05-35,5,v1.1,Data request,Internal,false,3.71,0.096,false,Tool use
RUN-v11-06-01,6,v1.1,Research,Internal,true,3.3,0.088,true,
RUN-v11-06-02,6,v1.1,Data request,Client,true,3.63,0.09,true,
RUN-v11-06-03,6,v1.1,Report generation,Power user,true,3.51,0.092,true,
RUN-v11-06-04,6,v1.1,Job matching,Internal,true,3.94,0.094,true,
RUN-v11-06-05,6,v1.1,Research,Client,true,3.62,0.096,true,
RUN-v11-06-06,6,v1.1,Data request,Power user,true,3.95,0.088,true,
RUN-v11-06-07,6,v1.1,Report generation,Internal,true,3.83,0.09,true,
RUN-v11-06-08,6,v1.1,Job matching,Client,true,4.26,0.092,true,
RUN-v11-06-09,6,v1.1,Research,Power user,true,3.3,0.094,false,
RUN-v11-06-10,6,v1.1,Data request,Internal,true,3.63,0.096,false,
RUN-v11-06-11,6,v1.1,Report generation,Client,true,3.51,0.088,false,
RUN-v11-06-12,6,v1.1,Job matching,Power user,true,3.94,0.09,false,
RUN-v11-06-13,6,v1.1,Research,Internal,true,3.62,0.092,false,
RUN-v11-06-14,6,v1.1,Data request,Client,true,3.95,0.094,false,
RUN-v11-06-15,6,v1.1,Report generation,Power user,true,3.83,0.096,false,
RUN-v11-06-16,6,v1.1,Job matching,Internal,true,4.26,0.088,false,
RUN-v11-06-17,6,v1.1,Research,Client,true,3.3,0.09,false,
RUN-v11-06-18,6,v1.1,Data request,Power user,true,3.63,0.092,false,
RUN-v11-06-19,6,v1.1,Report generation,Internal,true,3.51,0.094,false,
RUN-v11-06-20,6,v1.1,Job matching,Client,true,3.94,0.096,false,
RUN-v11-06-21,6,v1.1,Research,Power user,true,3.62,0.088,false,
RUN-v11-06-22,6,v1.1,Data request,Internal,true,3.95,0.09,false,
RUN-v11-06-23,6,v1.1,Report generation,Client,true,3.83,0.092,false,
RUN-v11-06-24,6,v1.1,Job matching,Power user,true,4.26,0.094,false,
RUN-v11-06-25,6,v1.1,Research,Internal,true,3.3,0.096,false,
RUN-v11-06-26,6,v1.1,Data request,Client,false,3.63,0.088,false,Tool use
RUN-v11-06-27,6,v1.1,Report generation,Power user,false,3.51,0.09,false,Tool use
RUN-v11-06-28,6,v1.1,Job matching,Internal,false,3.94,0.092,false,Tool use
RUN-v11-06-29,6,v1.1,Research,Client,false,3.62,0.094,false,Tool use
RUN-v11-06-30,6,v1.1,Data request,Power user,false,3.95,0.096,false,Tool use
RUN-v11-06-31,6,v1.1,Report generation,Internal,false,3.83,0.088,false,Tool use
RUN-v11-06-32,6,v1.1,Job matching,Client,false,4.26,0.09,false,Tool use
RUN-v11-06-33,6,v1.1,Research,Power user,false,3.3,0.092,false,Tool use
RUN-v11-06-34,6,v1.1,Data request,Internal,false,3.63,0.094,false,Tool use
RUN-v11-06-35,6,v1.1,Report generation,Client,false,3.51,0.096,false,Formatting
RUN-v11-07-01,7,v1.1,Data request,Client,true,3.55,0.088,true,
RUN-v11-07-02,7,v1.1,Report generation,Power user,true,3.43,0.09,true,
RUN-v11-07-03,7,v1.1,Job matching,Internal,true,3.86,0.092,true,
RUN-v11-07-04,7,v1.1,Research,Client,true,3.54,0.094,true,
RUN-v11-07-05,7,v1.1,Data request,Power user,true,3.87,0.096,true,
RUN-v11-07-06,7,v1.1,Report generation,Internal,true,3.75,0.088,true,
RUN-v11-07-07,7,v1.1,Job matching,Client,true,4.18,0.09,true,
RUN-v11-07-08,7,v1.1,Research,Power user,true,3.86,0.092,false,
RUN-v11-07-09,7,v1.1,Data request,Internal,true,3.55,0.094,false,
RUN-v11-07-10,7,v1.1,Report generation,Client,true,3.43,0.096,false,
RUN-v11-07-11,7,v1.1,Job matching,Power user,true,3.86,0.088,false,
RUN-v11-07-12,7,v1.1,Research,Internal,true,3.54,0.09,false,
RUN-v11-07-13,7,v1.1,Data request,Client,true,3.87,0.092,false,
RUN-v11-07-14,7,v1.1,Report generation,Power user,true,3.75,0.094,false,
RUN-v11-07-15,7,v1.1,Job matching,Internal,true,4.18,0.096,false,
RUN-v11-07-16,7,v1.1,Research,Client,true,3.86,0.088,false,
RUN-v11-07-17,7,v1.1,Data request,Power user,true,3.55,0.09,false,
RUN-v11-07-18,7,v1.1,Report generation,Internal,true,3.43,0.092,false,
RUN-v11-07-19,7,v1.1,Job matching,Client,true,3.86,0.094,false,
RUN-v11-07-20,7,v1.1,Research,Power user,true,3.54,0.096,false,
RUN-v11-07-21,7,v1.1,Data request,Internal,true,3.87,0.088,false,
RUN-v11-07-22,7,v1.1,Report generation,Client,true,3.75,0.09,false,
RUN-v11-07-23,7,v1.1,Job matching,Power user,true,4.18,0.092,false,
RUN-v11-07-24,7,v1.1,Research,Internal,true,3.86,0.094,false,
RUN-v11-07-25,7,v1.1,Data request,Client,true,3.55,0.096,false,
RUN-v11-07-26,7,v1.1,Report generation,Power user,false,3.43,0.088,false,Formatting
RUN-v11-07-27,7,v1.1,Job matching,Internal,false,3.86,0.09,false,Formatting
RUN-v11-07-28,7,v1.1,Research,Client,false,3.54,0.092,false,Formatting
RUN-v11-07-29,7,v1.1,Data request,Power user,false,3.87,0.094,false,Formatting
RUN-v11-07-30,7,v1.1,Report generation,Internal,false,3.75,0.096,false,Formatting
RUN-v11-07-31,7,v1.1,Job matching,Client,false,4.18,0.088,false,Formatting
RUN-v11-07-32,7,v1.1,Research,Power user,false,3.86,0.09,false,Formatting
RUN-v11-07-33,7,v1.1,Data request,Internal,false,3.55,0.092,false,Formatting
RUN-v11-07-34,7,v1.1,Report generation,Client,false,3.43,0.094,false,Formatting
RUN-v11-07-35,7,v1.1,Job matching,Power user,false,3.86,0.096,false,Formatting
RUN-v11-08-01,8,v1.1,Report generation,Power user,true,3.35,0.088,true,
RUN-v11-08-02,8,v1.1,Job matching,Internal,true,3.78,0.09,true,
RUN-v11-08-03,8,v1.1,Research,Client,true,3.46,0.092,true,
RUN-v11-08-04,8,v1.1,Data request,Power user,true,3.79,0.094,true,
RUN-v11-08-05,8,v1.1,Report generation,Internal,true,3.67,0.096,true,
RUN-v11-08-06,8,v1.1,Job matching,Client,true,4.1,0.088,true,
RUN-v11-08-07,8,v1.1,Research,Power user,true,3.78,0.09,true,
RUN-v11-08-08,8,v1.1,Data request,Internal,true,4.11,0.092,false,
RUN-v11-08-09,8,v1.1,Report generation,Client,true,3.35,0.094,false,
RUN-v11-08-10,8,v1.1,Job matching,Power user,true,3.78,0.096,false,
RUN-v11-08-11,8,v1.1,Research,Internal,true,3.46,0.088,false,
RUN-v11-08-12,8,v1.1,Data request,Client,true,3.79,0.09,false,
RUN-v11-08-13,8,v1.1,Report generation,Power user,true,3.67,0.092,false,
RUN-v11-08-14,8,v1.1,Job matching,Internal,true,4.1,0.094,false,
RUN-v11-08-15,8,v1.1,Research,Client,true,3.78,0.096,false,
RUN-v11-08-16,8,v1.1,Data request,Power user,true,4.11,0.088,false,
RUN-v11-08-17,8,v1.1,Report generation,Internal,true,3.35,0.09,false,
RUN-v11-08-18,8,v1.1,Job matching,Client,true,3.78,0.092,false,
RUN-v11-08-19,8,v1.1,Research,Power user,true,3.46,0.094,false,
RUN-v11-08-20,8,v1.1,Data request,Internal,true,3.79,0.096,false,
RUN-v11-08-21,8,v1.1,Report generation,Client,true,3.67,0.088,false,
RUN-v11-08-22,8,v1.1,Job matching,Power user,true,4.1,0.09,false,
RUN-v11-08-23,8,v1.1,Research,Internal,true,3.78,0.092,false,
RUN-v11-08-24,8,v1.1,Data request,Client,true,4.11,0.094,false,
RUN-v11-08-25,8,v1.1,Report generation,Power user,true,3.35,0.096,false,
